"id","rssi_data_id","anchor_id","rssi_value","timestamp","X","Y","name"
25327,209,"A1_V","-63","2025-07-25 13:17:03","0.5","1","Galaxy S24"
25328,209,"A2_H","-72","2025-07-25 13:17:03","0.5","1","Galaxy S24"
25329,209,"A4_H","-77","2025-07-25 13:17:03","0.5","1","Galaxy S24"
25330,209,"A3_H","-61","2025-07-25 13:17:03","0.5","1","Galaxy S24"
25331,209,"A3_V","-74","2025-07-25 13:17:04","0.5","1","Galaxy S24"
25332,209,"A1_H","-76","2025-07-25 13:17:04","0.5","1","Galaxy S24"
25333,209,"A1_H","-73","2025-07-25 13:17:37","1","1","Galaxy S24"
25334,209,"A2_V","-71","2025-07-25 13:17:37","1","1","Galaxy S24"
25335,209,"A1_V","-74","2025-07-25 13:17:37","1","1","Galaxy S24"
25336,209,"A4_V","-81","2025-07-25 13:17:37","1","1","Galaxy S24"
25337,209,"A4_H","-75","2025-07-25 13:17:37","1","1","Galaxy S24"
25338,209,"A2_H","-73","2025-07-25 13:17:37","1","1","Galaxy S24"
25339,209,"A3_H","-71","2025-07-25 13:17:37","1","1","Galaxy S24"
25340,209,"A3_V","-74","2025-07-25 13:17:37","1","1","Galaxy S24"
25341,209,"A1_H","-73","2025-07-25 13:18:02","1.5","1","Galaxy S24"
25342,209,"A2_V","-75","2025-07-25 13:18:02","1.5","1","Galaxy S24"
25343,209,"A1_V","-74","2025-07-25 13:18:02","1.5","1","Galaxy S24"
25344,209,"A4_H","-78","2025-07-25 13:18:02","1.5","1","Galaxy S24"
25345,209,"A3_H","-71","2025-07-25 13:18:02","1.5","1","Galaxy S24"
25346,209,"A4_V","-72","2025-07-25 13:18:02","1.5","1","Galaxy S24"
25347,209,"A3_V","-65","2025-07-25 13:18:03","1.5","1","Galaxy S24"
25348,209,"A2_H","-77","2025-07-25 13:18:03","1.5","1","Galaxy S24"
25349,209,"A3_H","-73","2025-07-25 13:18:33","2","1","Galaxy S24"
25350,209,"A1_H","-68","2025-07-25 13:18:33","2","1","Galaxy S24"
25351,209,"A4_V","-71","2025-07-25 13:18:33","2","1","Galaxy S24"
25352,209,"A2_H","-67","2025-07-25 13:18:33","2","1","Galaxy S24"
25353,209,"A3_V","-64","2025-07-25 13:18:33","2","1","Galaxy S24"
25354,209,"A4_H","-82","2025-07-25 13:18:33","2","1","Galaxy S24"
25355,209,"A1_V","-75","2025-07-25 13:18:33","2","1","Galaxy S24"
25356,209,"A2_V","-64","2025-07-25 13:18:33","2","1","Galaxy S24"
25357,209,"A4_H","-78","2025-07-25 13:19:13","2.5","1","Galaxy S24"
25358,209,"A2_V","-66","2025-07-25 13:19:13","2.5","1","Galaxy S24"
25359,209,"A1_V","-77","2025-07-25 13:19:13","2.5","1","Galaxy S24"
25360,209,"A4_V","-78","2025-07-25 13:19:13","2.5","1","Galaxy S24"
25361,209,"A3_V","-78","2025-07-25 13:19:13","2.5","1","Galaxy S24"
25362,209,"A1_H","-68","2025-07-25 13:19:13","2.5","1","Galaxy S24"
25363,209,"A2_H","-71","2025-07-25 13:19:13","2.5","1","Galaxy S24"
25364,209,"A3_H","-77","2025-07-25 13:19:14","2.5","1","Galaxy S24"
25365,209,"A1_V","-86","2025-07-25 13:19:43","3","1","Galaxy S24"
25366,209,"A2_V","-66","2025-07-25 13:19:44","3","1","Galaxy S24"
25367,209,"A2_H","-59","2025-07-25 13:19:44","3","1","Galaxy S24"
25368,209,"A3_V","-78","2025-07-25 13:19:44","3","1","Galaxy S24"
25369,209,"A3_H","-73","2025-07-25 13:19:44","3","1","Galaxy S24"
25370,209,"A4_H","-71","2025-07-25 13:19:44","3","1","Galaxy S24"
25371,209,"A1_H","-73","2025-07-25 13:19:44","3","1","Galaxy S24"
25372,209,"A4_V","-74","2025-07-25 13:19:44","3","1","Galaxy S24"
25373,209,"A2_H","-68","2025-07-25 13:20:14","3.5","1","Galaxy S24"
25374,209,"A2_V","-72","2025-07-25 13:20:14","3.5","1","Galaxy S24"
25375,209,"A1_V","-77","2025-07-25 13:20:14","3.5","1","Galaxy S24"
25376,209,"A4_V","-75","2025-07-25 13:20:15","3.5","1","Galaxy S24"
25377,209,"A3_V","-72","2025-07-25 13:20:15","3.5","1","Galaxy S24"
25378,209,"A1_H","-86","2025-07-25 13:20:15","3.5","1","Galaxy S24"
25379,209,"A3_H","-77","2025-07-25 13:20:15","3.5","1","Galaxy S24"
25380,209,"A4_H","-68","2025-07-25 13:20:15","3.5","1","Galaxy S24"
25381,209,"A1_V","-67","2025-07-25 13:20:41","4","1","Galaxy S24"
25382,209,"A2_H","-75","2025-07-25 13:20:41","4","1","Galaxy S24"
25383,209,"A3_H","-81","2025-07-25 13:20:41","4","1","Galaxy S24"
25384,209,"A1_H","-71","2025-07-25 13:20:41","4","1","Galaxy S24"
25385,209,"A4_H","-63","2025-07-25 13:20:41","4","1","Galaxy S24"
25386,209,"A2_V","-61","2025-07-25 13:20:41","4","1","Galaxy S24"
25387,209,"A4_V","-73","2025-07-25 13:20:42","4","1","Galaxy S24"
25388,209,"A3_V","-64","2025-07-25 13:20:42","4","1","Galaxy S24"
25389,209,"A2_H","-75","2025-07-25 13:21:06","4.5","1","Galaxy S24"
25390,209,"A4_V","-75","2025-07-25 13:21:06","4.5","1","Galaxy S24"
25391,209,"A4_H","-61","2025-07-25 13:21:06","4.5","1","Galaxy S24"
25392,209,"A3_V","-75","2025-07-25 13:21:06","4.5","1","Galaxy S24"
25393,209,"A2_V","-61","2025-07-25 13:21:06","4.5","1","Galaxy S24"
25394,209,"A3_H","-73","2025-07-25 13:21:07","4.5","1","Galaxy S24"
25395,209,"A1_H","-66","2025-07-25 13:21:07","4.5","1","Galaxy S24"
25396,209,"A1_V","-63","2025-07-25 13:21:07","4.5","1","Galaxy S24"
25397,209,"A4_H","-67","2025-07-25 13:21:32","5","1","Galaxy S24"
25398,209,"A3_V","-71","2025-07-25 13:21:33","5","1","Galaxy S24"
25399,209,"A3_H","-71","2025-07-25 13:21:33","5","1","Galaxy S24"
25400,209,"A1_V","-64","2025-07-25 13:21:33","5","1","Galaxy S24"
25401,209,"A2_H","-72","2025-07-25 13:21:33","5","1","Galaxy S24"
25402,209,"A2_V","-61","2025-07-25 13:21:33","5","1","Galaxy S24"
25403,209,"A4_V","-83","2025-07-25 13:21:33","5","1","Galaxy S24"
25404,209,"A1_H","-76","2025-07-25 13:21:33","5","1","Galaxy S24"
25405,209,"A4_V","-81","2025-07-25 13:22:13","5.5","1","Galaxy S24"
25406,209,"A1_V","-77","2025-07-25 13:22:14","5.5","1","Galaxy S24"
25407,209,"A3_H","-81","2025-07-25 13:22:14","5.5","1","Galaxy S24"
